,CurrencyRateID,CurrencyRateDate,FromCurrencyCode,ToCurrencyCode,AverageRate,EndOfDayRate,ModifiedDate
275,276,2011-06-21 00:00:00.000,USD,BRL,1.9239,1.9179,2011-06-21 00:00:00.000
276,277,2011-06-21 00:00:00.000,USD,CAD,1.4799,1.4701,2011-06-21 00:00:00.000
277,278,2011-06-21 00:00:00.000,USD,CNY,8.237,8.237,2011-06-21 00:00:00.000
278,279,2011-06-21 00:00:00.000,USD,DEM,1.9271,1.9266,2011-06-21 00:00:00.000
279,280,2011-06-21 00:00:00.000,USD,EUR,0.9852,0.9848,2011-06-21 00:00:00.000
280,281,2011-06-21 00:00:00.000,USD,FRF,6.4633,6.4631,2011-06-21 00:00:00.000
281,282,2011-06-21 00:00:00.000,USD,GBP,0.6211,0.6201,2011-06-21 00:00:00.000
282,283,2011-06-21 00:00:00.000,USD,JPY,102.43,102.398,2011-06-21 00:00:00.000
283,284,2011-06-21 00:00:00.000,USD,MXN,9.3499,9.3439,2011-06-21 00:00:00.000
284,285,2011-06-21 00:00:00.000,USD,SAR,3.7505,3.7503,2011-06-21 00:00:00.000
285,286,2011-06-21 00:00:00.000,USD,VEB,638.5,638.46,2011-06-21 00:00:00.000
286,287,2011-06-22 00:00:00.000,USD,ARS,1.0,1.0004,2011-06-22 00:00:00.000
287,288,2011-06-22 00:00:00.000,USD,AUD,1.5736,1.5739,2011-06-22 00:00:00.000
288,289,2011-06-22 00:00:00.000,USD,BRL,1.9239,1.927,2011-06-22 00:00:00.000
289,290,2011-06-22 00:00:00.000,USD,CAD,1.475,1.4793,2011-06-22 00:00:00.000
290,291,2011-06-22 00:00:00.000,USD,CNY,8.237,8.2373,2011-06-22 00:00:00.000
291,292,2011-06-22 00:00:00.000,USD,DEM,1.9128,1.9135,2011-06-22 00:00:00.000
292,293,2011-06-22 00:00:00.000,USD,EUR,0.9779,0.9782,2011-06-22 00:00:00.000
293,294,2011-06-22 00:00:00.000,USD,FRF,6.4151,6.4154,2011-06-22 00:00:00.000
294,295,2011-06-22 00:00:00.000,USD,GBP,0.6159,0.6163,2011-06-22 00:00:00.000
295,296,2011-06-22 00:00:00.000,USD,JPY,102.8,102.849,2011-06-22 00:00:00.000
296,297,2011-06-22 00:00:00.000,USD,MXN,9.4649,9.4749,2011-06-22 00:00:00.000
297,298,2011-06-22 00:00:00.000,USD,SAR,3.7505,3.758,2011-06-22 00:00:00.000
298,299,2011-06-22 00:00:00.000,USD,VEB,638.5,638.57,2011-06-22 00:00:00.000
299,300,2011-06-23 00:00:00.000,USD,ARS,1.0,0.999,2011-06-23 00:00:00.000
300,301,2011-06-23 00:00:00.000,USD,AUD,1.5686,1.5685,2011-06-23 00:00:00.000
301,302,2011-06-23 00:00:00.000,USD,BRL,1.866,1.865,2011-06-23 00:00:00.000
302,303,2011-06-23 00:00:00.000,USD,CAD,1.4785,1.4717,2011-06-23 00:00:00.000
303,304,2011-06-23 00:00:00.000,USD,CNY,8.237,8.2368,2011-06-23 00:00:00.000
304,305,2011-06-23 00:00:00.000,USD,DEM,1.9085,1.9079,2011-06-23 00:00:00.000
305,306,2011-06-23 00:00:00.000,USD,EUR,0.9758,0.9754,2011-06-23 00:00:00.000
306,307,2011-06-23 00:00:00.000,USD,FRF,6.4008,6.4002,2011-06-23 00:00:00.000
307,308,2011-06-23 00:00:00.000,USD,GBP,0.6149,0.614,2011-06-23 00:00:00.000
308,309,2011-06-23 00:00:00.000,USD,JPY,102.815,102.77,2011-06-23 00:00:00.000
309,310,2011-06-23 00:00:00.000,USD,MXN,9.4619,9.461,2011-06-23 00:00:00.000
310,311,2011-06-23 00:00:00.000,USD,SAR,3.7507,3.7458,2011-06-23 00:00:00.000
311,312,2011-06-23 00:00:00.000,USD,VEB,642.0099,642.0,2011-06-23 00:00:00.000
312,313,2011-06-24 00:00:00.000,USD,ARS,1.0,1.0,2011-06-24 00:00:00.000
313,314,2011-06-24 00:00:00.000,USD,AUD,1.5649,1.5653,2011-06-24 00:00:00.000
314,315,2011-06-24 00:00:00.000,USD,BRL,1.868,1.87,2011-06-24 00:00:00.000
315,316,2011-06-24 00:00:00.000,USD,CAD,1.4757,1.4832,2011-06-24 00:00:00.000
316,317,2011-06-24 00:00:00.000,USD,CNY,8.237,8.2377,2011-06-24 00:00:00.000
317,318,2011-06-24 00:00:00.000,USD,DEM,1.915,1.9153,2011-06-24 00:00:00.000
318,319,2011-06-24 00:00:00.000,USD,EUR,0.979,0.9795,2011-06-24 00:00:00.000
319,320,2011-06-24 00:00:00.000,USD,FRF,6.4227,6.423,2011-06-24 00:00:00.000
320,321,2011-06-24 00:00:00.000,USD,GBP,0.6156,0.6158,2011-06-24 00:00:00.000
321,322,2011-06-24 00:00:00.000,USD,JPY,102.96,103.044,2011-06-24 00:00:00.000
322,323,2011-06-24 00:00:00.000,USD,MXN,9.435,9.442,2011-06-24 00:00:00.000
323,324,2011-06-24 00:00:00.000,USD,SAR,3.7507,3.7597,2011-06-24 00:00:00.000
324,325,2011-06-24 00:00:00.000,USD,VEB,642.5,642.58,2011-06-24 00:00:00.000
325,326,2011-06-25 00:00:00.000,USD,ARS,0.9996,0.9989,2011-06-25 00:00:00.000
326,327,2011-06-25 00:00:00.000,USD,AUD,1.5752,1.5745,2011-06-25 00:00:00.000
327,328,2011-06-25 00:00:00.000,USD,BRL,1.866,1.861,2011-06-25 00:00:00.000
328,329,2011-06-25 00:00:00.000,USD,CAD,1.4779,1.4725,2011-06-25 00:00:00.000
329,330,2011-06-25 00:00:00.000,USD,CNY,8.237,8.237,2011-06-25 00:00:00.000
330,331,2011-06-25 00:00:00.000,USD,DEM,1.9271,1.9265,2011-06-25 00:00:00.000
331,332,2011-06-25 00:00:00.000,USD,EUR,0.9852,0.9847,2011-06-25 00:00:00.000
332,333,2011-06-25 00:00:00.000,USD,FRF,6.4633,6.4631,2011-06-25 00:00:00.000
333,334,2011-06-25 00:00:00.000,USD,GBP,0.6161,0.6159,2011-06-25 00:00:00.000
334,335,2011-06-25 00:00:00.000,USD,JPY,102.42,102.408,2011-06-25 00:00:00.000
335,336,2011-06-25 00:00:00.000,USD,MXN,9.4124,9.4079,2011-06-25 00:00:00.000
336,337,2011-06-25 00:00:00.000,USD,SAR,3.7505,3.7412,2011-06-25 00:00:00.000
337,338,2011-06-25 00:00:00.000,USD,VEB,642.75,642.73,2011-06-25 00:00:00.000
338,339,2011-06-26 00:00:00.000,USD,ARS,0.9996,0.9997,2011-06-26 00:00:00.000
339,340,2011-06-26 00:00:00.000,USD,AUD,1.5768,1.577,2011-06-26 00:00:00.000
340,341,2011-06-26 00:00:00.000,USD,BRL,1.864,1.869,2011-06-26 00:00:00.000
341,342,2011-06-26 00:00:00.000,USD,CAD,1.479,1.4806,2011-06-26 00:00:00.000
342,343,2011-06-26 00:00:00.000,USD,CNY,8.237,8.2376,2011-06-26 00:00:00.000
343,344,2011-06-26 00:00:00.000,USD,DEM,1.9301,1.9311,2011-06-26 00:00:00.000
344,345,2011-06-26 00:00:00.000,USD,EUR,0.9869,0.9869,2011-06-26 00:00:00.000
345,346,2011-06-26 00:00:00.000,USD,FRF,6.4734,6.4736,2011-06-26 00:00:00.000
346,347,2011-06-26 00:00:00.000,USD,GBP,0.6166,0.6169,2011-06-26 00:00:00.000
347,348,2011-06-26 00:00:00.000,USD,JPY,102.35,102.449,2011-06-26 00:00:00.000
348,349,2011-06-26 00:00:00.000,USD,MXN,9.39,9.394,2011-06-26 00:00:00.000
349,350,2011-06-26 00:00:00.000,USD,SAR,3.7507,3.7538,2011-06-26 00:00:00.000
350,351,2011-06-26 00:00:00.000,USD,VEB,642.5,642.5399,2011-06-26 00:00:00.000
351,352,2011-06-27 00:00:00.000,USD,ARS,0.9996,0.9993,2011-06-27 00:00:00.000
352,353,2011-06-27 00:00:00.000,USD,AUD,1.5743,1.574,2011-06-27 00:00:00.000
353,354,2011-06-27 00:00:00.000,USD,BRL,1.864,1.856,2011-06-27 00:00:00.000
354,355,2011-06-27 00:00:00.000,USD,CAD,1.4774,1.477,2011-06-27 00:00:00.000
355,356,2011-06-27 00:00:00.000,USD,CNY,8.237,8.237,2011-06-27 00:00:00.000
356,357,2011-06-27 00:00:00.000,USD,DEM,1.9305,1.9298,2011-06-27 00:00:00.000
357,358,2011-06-27 00:00:00.000,USD,EUR,0.987,0.9864,2011-06-27 00:00:00.000
358,359,2011-06-27 00:00:00.000,USD,FRF,6.4748,6.4743,2011-06-27 00:00:00.000
359,360,2011-06-27 00:00:00.000,USD,GBP,0.6168,0.6159,2011-06-27 00:00:00.000
360,361,2011-06-27 00:00:00.000,USD,JPY,102.42,102.409,2011-06-27 00:00:00.000
361,362,2011-06-27 00:00:00.000,USD,MXN,9.39,9.38,2011-06-27 00:00:00.000
362,363,2011-06-27 00:00:00.000,USD,SAR,3.7507,3.744,2011-06-27 00:00:00.000
363,364,2011-06-27 00:00:00.000,USD,VEB,642.5,642.5,2011-06-27 00:00:00.000
364,365,2011-06-28 00:00:00.000,USD,ARS,0.9996,1.0002,2011-06-28 00:00:00.000
365,366,2011-06-28 00:00:00.000,USD,AUD,1.5743,1.5748,2011-06-28 00:00:00.000
366,367,2011-06-28 00:00:00.000,USD,BRL,1.857,1.86,2011-06-28 00:00:00.000
367,368,2011-06-28 00:00:00.000,USD,CAD,1.4792,1.4835,2011-06-28 00:00:00.000
368,369,2011-06-28 00:00:00.000,USD,CNY,8.237,8.2376,2011-06-28 00:00:00.000
369,370,2011-06-28 00:00:00.000,USD,DEM,1.9317,1.9319,2011-06-28 00:00:00.000
370,371,2011-06-28 00:00:00.000,USD,EUR,0.9877,0.9885,2011-06-28 00:00:00.000
371,372,2011-06-28 00:00:00.000,USD,FRF,6.4786,6.4791,2011-06-28 00:00:00.000
372,373,2011-06-28 00:00:00.000,USD,GBP,0.616,0.6162,2011-06-28 00:00:00.000
373,374,2011-06-28 00:00:00.000,USD,JPY,102.68,102.768,2011-06-28 00:00:00.000
374,375,2011-06-28 00:00:00.000,USD,MXN,9.4169,9.425,2011-06-28 00:00:00.000
375,376,2011-06-28 00:00:00.000,USD,SAR,3.7507,3.753,2011-06-28 00:00:00.000
376,377,2011-06-28 00:00:00.000,USD,VEB,643.0,643.0099,2011-06-28 00:00:00.000
377,378,2011-06-29 00:00:00.000,USD,ARS,0.9996,0.999,2011-06-29 00:00:00.000
378,379,2011-06-29 00:00:00.000,USD,AUD,1.5741,1.5738,2011-06-29 00:00:00.000
379,380,2011-06-29 00:00:00.000,USD,BRL,1.848,1.841,2011-06-29 00:00:00.000
380,381,2011-06-29 00:00:00.000,USD,CAD,1.4812,1.4774,2011-06-29 00:00:00.000
381,382,2011-06-29 00:00:00.000,USD,CNY,8.2794,8.2789,2011-06-29 00:00:00.000
382,383,2011-06-29 00:00:00.000,USD,DEM,1.9441,1.9437,2011-06-29 00:00:00.000
383,384,2011-06-29 00:00:00.000,USD,EUR,0.9939,0.9936,2011-06-29 00:00:00.000
384,385,2011-06-29 00:00:00.000,USD,FRF,6.5204,6.5199,2011-06-29 00:00:00.000
385,386,2011-06-29 00:00:00.000,USD,GBP,0.619,0.6189,2011-06-29 00:00:00.000
386,387,2011-06-29 00:00:00.000,USD,JPY,103.36,103.298,2011-06-29 00:00:00.000
387,388,2011-06-29 00:00:00.000,USD,MXN,9.4139,9.406,2011-06-29 00:00:00.000
388,389,2011-06-29 00:00:00.000,USD,SAR,3.7507,3.7458,2011-06-29 00:00:00.000
389,390,2011-06-29 00:00:00.000,USD,VEB,643.8999,643.7999,2011-06-29 00:00:00.000
390,391,2011-06-30 00:00:00.000,USD,ARS,0.9996,1.0001,2011-06-30 00:00:00.000
391,392,2011-06-30 00:00:00.000,USD,AUD,1.5748,1.5749,2011-06-30 00:00:00.000
392,393,2011-06-30 00:00:00.000,USD,BRL,1.852,1.858,2011-06-30 00:00:00.000
393,394,2011-06-30 00:00:00.000,USD,CAD,1.4842,1.4857,2011-06-30 00:00:00.000
394,395,2011-06-30 00:00:00.000,USD,CNY,8.2794,8.2799,2011-06-30 00:00:00.000
395,396,2011-06-30 00:00:00.000,USD,DEM,1.949,1.9494,2011-06-30 00:00:00.000
396,397,2011-06-30 00:00:00.000,USD,EUR,0.9965,0.9967,2011-06-30 00:00:00.000
397,398,2011-06-30 00:00:00.000,USD,FRF,6.5366,6.5368,2011-06-30 00:00:00.000
398,399,2011-06-30 00:00:00.000,USD,GBP,0.6226,0.6227,2011-06-30 00:00:00.000
399,400,2011-06-30 00:00:00.000,USD,JPY,103.58,103.631,2011-06-30 00:00:00.000
400,401,2011-06-30 00:00:00.000,USD,MXN,9.3819,9.3889,2011-06-30 00:00:00.000
401,402,2011-06-30 00:00:00.000,USD,SAR,3.7507,3.7534,2011-06-30 00:00:00.000
402,403,2011-06-30 00:00:00.000,USD,VEB,644.0,644.0299,2011-06-30 00:00:00.000
403,404,2011-07-01 00:00:00.000,USD,ARS,0.9996,0.9989,2011-07-01 00:00:00.000
404,405,2011-07-01 00:00:00.000,USD,AUD,1.5601,1.5593,2011-07-01 00:00:00.000
405,406,2011-07-01 00:00:00.000,USD,BRL,1.8425,1.837,2011-07-01 00:00:00.000
406,407,2011-07-01 00:00:00.000,USD,CAD,1.4782,1.4773,2011-07-01 00:00:00.000
407,408,2011-07-01 00:00:00.000,USD,CNY,8.2794,8.2788,2011-07-01 00:00:00.000
408,409,2011-07-01 00:00:00.000,USD,DEM,1.928,1.9271,2011-07-01 00:00:00.000
409,410,2011-07-01 00:00:00.000,USD,EUR,0.9858,0.9854,2011-07-01 00:00:00.000
410,411,2011-07-01 00:00:00.000,USD,FRF,6.4664,6.4661,2011-07-01 00:00:00.000
411,412,2011-07-01 00:00:00.000,USD,GBP,0.6198,0.6189,2011-07-01 00:00:00.000
412,413,2011-07-01 00:00:00.000,USD,JPY,103.0,102.995,2011-07-01 00:00:00.000
413,414,2011-07-01 00:00:00.000,USD,MXN,9.365,9.3559,2011-07-01 00:00:00.000
414,415,2011-07-01 00:00:00.000,USD,SAR,3.7505,3.7467,2011-07-01 00:00:00.000
415,416,2011-07-01 00:00:00.000,USD,VEB,644.0,643.9299,2011-07-01 00:00:00.000
416,417,2011-07-02 00:00:00.000,USD,ARS,0.9996,1.0004,2011-07-02 00:00:00.000
417,418,2011-07-02 00:00:00.000,USD,AUD,1.5564,1.5568,2011-07-02 00:00:00.000
418,419,2011-07-02 00:00:00.000,USD,BRL,1.8169,1.822,2011-07-02 00:00:00.000
419,420,2011-07-02 00:00:00.000,USD,CAD,1.4778,1.48,2011-07-02 00:00:00.000
420,421,2011-07-02 00:00:00.000,USD,CNY,8.2794,8.2796,2011-07-02 00:00:00.000
421,422,2011-07-02 00:00:00.000,USD,DEM,1.9145,1.9147,2011-07-02 00:00:00.000
422,423,2011-07-02 00:00:00.000,USD,EUR,0.9788,0.9797,2011-07-02 00:00:00.000
423,424,2011-07-02 00:00:00.000,USD,FRF,6.4208,6.4211,2011-07-02 00:00:00.000
424,425,2011-07-02 00:00:00.000,USD,GBP,0.6205,0.621,2011-07-02 00:00:00.000
425,426,2011-07-02 00:00:00.000,USD,JPY,103.1,103.119,2011-07-02 00:00:00.000
426,427,2011-07-02 00:00:00.000,USD,MXN,9.3399,9.343,2011-07-02 00:00:00.000
427,428,2011-07-02 00:00:00.000,USD,SAR,3.7505,3.7605,2011-07-02 00:00:00.000
428,429,2011-07-02 00:00:00.000,USD,VEB,644.25,644.33,2011-07-02 00:00:00.000
429,430,2011-07-03 00:00:00.000,USD,ARS,0.9996,0.999,2011-07-03 00:00:00.000
430,431,2011-07-03 00:00:00.000,USD,AUD,1.5564,1.5557,2011-07-03 00:00:00.000
431,432,2011-07-03 00:00:00.000,USD,BRL,1.8109,1.804,2011-07-03 00:00:00.000
432,433,2011-07-03 00:00:00.000,USD,CAD,1.4755,1.4711,2011-07-03 00:00:00.000
433,434,2011-07-03 00:00:00.000,USD,CNY,8.2794,8.2786,2011-07-03 00:00:00.000
434,435,2011-07-03 00:00:00.000,USD,DEM,1.9413,1.9403,2011-07-03 00:00:00.000
435,436,2011-07-03 00:00:00.000,USD,EUR,0.9926,0.9918,2011-07-03 00:00:00.000
436,437,2011-07-03 00:00:00.000,USD,FRF,6.5106,6.5098,2011-07-03 00:00:00.000
437,438,2011-07-03 00:00:00.000,USD,GBP,0.6231,0.6226,2011-07-03 00:00:00.000
438,439,2011-07-03 00:00:00.000,USD,JPY,103.28,103.262,2011-07-03 00:00:00.000
439,440,2011-07-03 00:00:00.000,USD,MXN,9.3399,9.3379,2011-07-03 00:00:00.000
440,441,2011-07-03 00:00:00.000,USD,SAR,3.7507,3.7486,2011-07-03 00:00:00.000
441,442,2011-07-03 00:00:00.000,USD,VEB,644.05,644.0,2011-07-03 00:00:00.000
442,443,2011-07-04 00:00:00.000,USD,ARS,0.9996,0.9997,2011-07-04 00:00:00.000
443,444,2011-07-04 00:00:00.000,USD,AUD,1.5564,1.557,2011-07-04 00:00:00.000
444,445,2011-07-04 00:00:00.000,USD,BRL,1.8109,1.82,2011-07-04 00:00:00.000
445,446,2011-07-04 00:00:00.000,USD,CAD,1.4777,1.4859,2011-07-04 00:00:00.000
446,447,2011-07-04 00:00:00.000,USD,CNY,8.2794,8.2797,2011-07-04 00:00:00.000
447,448,2011-07-04 00:00:00.000,USD,DEM,1.94,1.9403,2011-07-04 00:00:00.000
448,449,2011-07-04 00:00:00.000,USD,EUR,0.9919,0.9925,2011-07-04 00:00:00.000
449,450,2011-07-04 00:00:00.000,USD,FRF,6.5068,6.5072,2011-07-04 00:00:00.000
450,451,2011-07-04 00:00:00.000,USD,GBP,0.6228,0.623,2011-07-04 00:00:00.000
451,452,2011-07-04 00:00:00.000,USD,JPY,103.17,103.179,2011-07-04 00:00:00.000
452,453,2011-07-04 00:00:00.000,USD,MXN,9.3399,9.348,2011-07-04 00:00:00.000
453,454,2011-07-04 00:00:00.000,USD,SAR,3.7507,3.7551,2011-07-04 00:00:00.000
454,455,2011-07-04 00:00:00.000,USD,VEB,644.05,644.0599,2011-07-04 00:00:00.000
455,456,2011-07-05 00:00:00.000,USD,ARS,0.9996,0.9991,2011-07-05 00:00:00.000
456,457,2011-07-05 00:00:00.000,USD,AUD,1.5579,1.5573,2011-07-05 00:00:00.000
457,458,2011-07-05 00:00:00.000,USD,BRL,1.8109,1.8009,2011-07-05 00:00:00.000
458,459,2011-07-05 00:00:00.000,USD,CAD,1.4801,1.4726,2011-07-05 00:00:00.000
459,460,2011-07-05 00:00:00.000,USD,CNY,8.2794,8.2789,2011-07-05 00:00:00.000
460,461,2011-07-05 00:00:00.000,USD,DEM,1.9399,1.9391,2011-07-05 00:00:00.000
461,462,2011-07-05 00:00:00.000,USD,EUR,0.9919,0.9917,2011-07-05 00:00:00.000
462,463,2011-07-05 00:00:00.000,USD,FRF,6.5061,6.5061,2011-07-05 00:00:00.000
463,464,2011-07-05 00:00:00.000,USD,GBP,0.6225,0.622,2011-07-05 00:00:00.000
464,465,2011-07-05 00:00:00.000,USD,JPY,102.91,102.821,2011-07-05 00:00:00.000
465,466,2011-07-05 00:00:00.000,USD,MXN,9.3399,9.335,2011-07-05 00:00:00.000
466,467,2011-07-05 00:00:00.000,USD,SAR,3.7507,3.7446,2011-07-05 00:00:00.000
467,468,2011-07-05 00:00:00.000,USD,VEB,644.05,644.0499,2011-07-05 00:00:00.000
468,469,2011-07-06 00:00:00.000,USD,ARS,0.9996,1.0004,2011-07-06 00:00:00.000
469,470,2011-07-06 00:00:00.000,USD,AUD,1.5551,1.5551,2011-07-06 00:00:00.000
470,471,2011-07-06 00:00:00.000,USD,BRL,1.827,1.833,2011-07-06 00:00:00.000
471,472,2011-07-06 00:00:00.000,USD,CAD,1.4802,1.4825,2011-07-06 00:00:00.000
472,473,2011-07-06 00:00:00.000,USD,CNY,8.2794,8.28,2011-07-06 00:00:00.000
473,474,2011-07-06 00:00:00.000,USD,DEM,1.9374,1.9375,2011-07-06 00:00:00.000
474,475,2011-07-06 00:00:00.000,USD,EUR,0.9906,0.9913,2011-07-06 00:00:00.000
475,476,2011-07-06 00:00:00.000,USD,FRF,6.4977,6.4981,2011-07-06 00:00:00.000
476,477,2011-07-06 00:00:00.000,USD,GBP,0.6212,0.6216,2011-07-06 00:00:00.000
477,478,2011-07-06 00:00:00.000,USD,JPY,102.2,102.22,2011-07-06 00:00:00.000
478,479,2011-07-06 00:00:00.000,USD,MXN,9.319,9.3239,2011-07-06 00:00:00.000
479,480,2011-07-06 00:00:00.000,USD,SAR,3.7507,3.7591,2011-07-06 00:00:00.000
480,481,2011-07-06 00:00:00.000,USD,VEB,644.25,644.33,2011-07-06 00:00:00.000
481,482,2011-07-07 00:00:00.000,USD,ARS,0.9996,0.9991,2011-07-07 00:00:00.000
482,483,2011-07-07 00:00:00.000,USD,AUD,1.5516,1.5508,2011-07-07 00:00:00.000
483,484,2011-07-07 00:00:00.000,USD,BRL,1.821,1.818,2011-07-07 00:00:00.000
484,485,2011-07-07 00:00:00.000,USD,CAD,1.4772,1.4712,2011-07-07 00:00:00.000
485,486,2011-07-07 00:00:00.000,USD,CNY,8.2794,8.2794,2011-07-07 00:00:00.000
486,487,2011-07-07 00:00:00.000,USD,DEM,1.9402,1.9395,2011-07-07 00:00:00.000
487,488,2011-07-07 00:00:00.000,USD,EUR,0.992,0.9917,2011-07-07 00:00:00.000
488,489,2011-07-07 00:00:00.000,USD,FRF,6.5075,6.5065,2011-07-07 00:00:00.000
489,490,2011-07-07 00:00:00.000,USD,GBP,0.621,0.6206,2011-07-07 00:00:00.000
490,491,2011-07-07 00:00:00.000,USD,JPY,101.72,101.646,2011-07-07 00:00:00.000
491,492,2011-07-07 00:00:00.000,USD,MXN,9.317,9.3119,2011-07-07 00:00:00.000
492,493,2011-07-07 00:00:00.000,USD,SAR,3.7505,3.7462,2011-07-07 00:00:00.000
493,494,2011-07-07 00:00:00.000,USD,VEB,645.0099,644.95,2011-07-07 00:00:00.000
494,495,2011-07-08 00:00:00.000,USD,ARS,0.9996,1.0,2011-07-08 00:00:00.000
495,496,2011-07-08 00:00:00.000,USD,AUD,1.5528,1.5529,2011-07-08 00:00:00.000
496,497,2011-07-08 00:00:00.000,USD,BRL,1.83,1.833,2011-07-08 00:00:00.000
497,498,2011-07-08 00:00:00.000,USD,CAD,1.4755,1.4782,2011-07-08 00:00:00.000
498,499,2011-07-08 00:00:00.000,USD,CNY,8.2795,8.2797,2011-07-08 00:00:00.000
499,500,2011-07-08 00:00:00.000,USD,DEM,1.9379,1.9387,2011-07-08 00:00:00.000
500,501,2011-07-08 00:00:00.000,USD,EUR,0.9909,0.9909,2011-07-08 00:00:00.000
501,502,2011-07-08 00:00:00.000,USD,FRF,6.4997,6.5007,2011-07-08 00:00:00.000
502,503,2011-07-08 00:00:00.000,USD,GBP,0.6211,0.6212,2011-07-08 00:00:00.000
503,504,2011-07-08 00:00:00.000,USD,JPY,101.65,101.739,2011-07-08 00:00:00.000
504,505,2011-07-08 00:00:00.000,USD,MXN,9.38,9.384,2011-07-08 00:00:00.000
505,506,2011-07-08 00:00:00.000,USD,SAR,3.7505,3.7566,2011-07-08 00:00:00.000
506,507,2011-07-08 00:00:00.000,USD,VEB,645.5,645.5099,2011-07-08 00:00:00.000
507,508,2011-07-09 00:00:00.000,USD,ARS,0.9996,0.9993,2011-07-09 00:00:00.000
508,509,2011-07-09 00:00:00.000,USD,AUD,1.5551,1.5548,2011-07-09 00:00:00.000
509,510,2011-07-09 00:00:00.000,USD,BRL,1.833,1.83,2011-07-09 00:00:00.000
510,511,2011-07-09 00:00:00.000,USD,CAD,1.47,1.4616,2011-07-09 00:00:00.000
511,512,2011-07-09 00:00:00.000,USD,CNY,8.2794,8.2792,2011-07-09 00:00:00.000
512,513,2011-07-09 00:00:00.000,USD,DEM,1.9301,1.9295,2011-07-09 00:00:00.000
513,514,2011-07-09 00:00:00.000,USD,EUR,0.9869,0.9868,2011-07-09 00:00:00.000
514,515,2011-07-09 00:00:00.000,USD,FRF,6.4734,6.4734,2011-07-09 00:00:00.000
515,516,2011-07-09 00:00:00.000,USD,GBP,0.6182,0.6178,2011-07-09 00:00:00.000
516,517,2011-07-09 00:00:00.000,USD,JPY,102.8,102.717,2011-07-09 00:00:00.000
517,518,2011-07-09 00:00:00.000,USD,MXN,9.425,9.4199,2011-07-09 00:00:00.000
518,519,2011-07-09 00:00:00.000,USD,SAR,3.7505,3.7496,2011-07-09 00:00:00.000
519,520,2011-07-09 00:00:00.000,USD,VEB,646.0099,645.9099,2011-07-09 00:00:00.000
520,521,2011-07-10 00:00:00.000,USD,ARS,0.9996,1.0004,2011-07-10 00:00:00.000
521,522,2011-07-10 00:00:00.000,USD,AUD,1.5549,1.5559,2011-07-10 00:00:00.000
522,523,2011-07-10 00:00:00.000,USD,BRL,1.832,1.84,2011-07-10 00:00:00.000
523,524,2011-07-10 00:00:00.000,USD,CAD,1.4679,1.4773,2011-07-10 00:00:00.000
524,525,2011-07-10 00:00:00.000,USD,CNY,8.2794,8.2799,2011-07-10 00:00:00.000
525,526,2011-07-10 00:00:00.000,USD,DEM,1.9298,1.93,2011-07-10 00:00:00.000
526,527,2011-07-10 00:00:00.000,USD,EUR,0.9867,0.987,2011-07-10 00:00:00.000
527,528,2011-07-10 00:00:00.000,USD,FRF,6.4722,6.4732,2011-07-10 00:00:00.000
528,529,2011-07-10 00:00:00.000,USD,GBP,0.618,0.6189,2011-07-10 00:00:00.000
529,530,2011-07-10 00:00:00.000,USD,JPY,102.94,102.968,2011-07-10 00:00:00.000
530,531,2011-07-10 00:00:00.000,USD,MXN,9.435,9.4369,2011-07-10 00:00:00.000
531,532,2011-07-10 00:00:00.000,USD,SAR,3.7505,3.7559,2011-07-10 00:00:00.000
532,533,2011-07-10 00:00:00.000,USD,VEB,646.25,646.25,2011-07-10 00:00:00.000
533,534,2011-07-11 00:00:00.000,USD,ARS,0.9996,0.9991,2011-07-11 00:00:00.000
534,535,2011-07-11 00:00:00.000,USD,AUD,1.5538,1.5538,2011-07-11 00:00:00.000
535,536,2011-07-11 00:00:00.000,USD,BRL,1.832,1.825,2011-07-11 00:00:00.000
536,537,2011-07-11 00:00:00.000,USD,CAD,1.468,1.4674,2011-07-11 00:00:00.000
537,538,2011-07-11 00:00:00.000,USD,CNY,8.2794,8.2792,2011-07-11 00:00:00.000
538,539,2011-07-11 00:00:00.000,USD,DEM,1.9317,1.9314,2011-07-11 00:00:00.000
539,540,2011-07-11 00:00:00.000,USD,EUR,0.9877,0.9874,2011-07-11 00:00:00.000
540,541,2011-07-11 00:00:00.000,USD,FRF,6.4786,6.4783,2011-07-11 00:00:00.000
541,542,2011-07-11 00:00:00.000,USD,GBP,0.6191,0.619,2011-07-11 00:00:00.000
542,543,2011-07-11 00:00:00.000,USD,JPY,102.91,102.869,2011-07-11 00:00:00.000
543,544,2011-07-11 00:00:00.000,USD,MXN,9.435,9.432,2011-07-11 00:00:00.000
544,545,2011-07-11 00:00:00.000,USD,SAR,3.7505,3.7458,2011-07-11 00:00:00.000
545,546,2011-07-11 00:00:00.000,USD,VEB,646.25,646.21,2011-07-11 00:00:00.000
546,547,2011-07-12 00:00:00.000,USD,ARS,0.9996,1.0003,2011-07-12 00:00:00.000
547,548,2011-07-12 00:00:00.000,USD,AUD,1.5528,1.5531,2011-07-12 00:00:00.000
548,549,2011-07-12 00:00:00.000,USD,BRL,1.8285,1.833,2011-07-12 00:00:00.000
549,550,2011-07-12 00:00:00.000,USD,CAD,1.464,1.4646,2011-07-12 00:00:00.000
550,551,2011-07-12 00:00:00.000,USD,CNY,8.2796,8.2805,2011-07-12 00:00:00.000
